npc_name,city,voice_id,voice_name,preview_url,assigned_at
Nastassia,Cove,CKfuQaJKfvUG2Wtrda3Y,Lison - Seductive and soft French accent,https://storage.googleapis.com/eleven-public-prod/database/workspace/ea819bdc39544501bed0aba1b22de7d4/voices/CKfuQaJKfvUG2Wtrda3Y/N353WMzcqHNiKjciwjtq.mp3,2026-04-18 23:20:19
Nell,Britain,DYAWdnlYLnZyj3yWpS75,Daisy – Casual and Friendly,https://storage.googleapis.com/eleven-public-prod/database/workspace/1da06ea679a54975ad96a2221fe6530d/voices/DYAWdnlYLnZyj3yWpS75/b3f7fedd-7eb7-4977-9b14-679db9976e5d.mp3,2026-04-18 21:30:10
Nelson,Moonglow,3rVTIgOvVi3n8bYXFul7,"Michael - Warm, Inviting and Balanced",https://storage.googleapis.com/eleven-public-prod/database/workspace/ac6b5fbc968b44c690be6e012aa094b5/voices/3rVTIgOvVi3n8bYXFul7/16ba5caf-9160-4230-97dc-d30d3495dec5.mp3,2026-04-19 00:45:38
Neno,Britain,NXaTw4ifg0LAguvKuIwZ,Posh Josh,https://storage.googleapis.com/eleven-public-prod/database/workspace/62a2a71bfb9a40cba6eee8f6c9a6f3dd/voices/NXaTw4ifg0LAguvKuIwZ/s2lySHd5N65YXACfraar.mp3,2026-04-18 21:32:14
Nicholas,Britain,PtJWpiWfVrCfOmNdkFpr,Gert - High and Childlike Clown,https://storage.googleapis.com/eleven-public-prod/database/workspace/e4da2773414548c783483ad0ad5f1f84/voices/PtJWpiWfVrCfOmNdkFpr/40b991bb-7d9d-41db-acb2-d78bfd805023.mp3,2026-04-18 21:33:56
Nicodemus,Yew,oR4uRy4fHDUGGISL0Rev,Myrrdin - Wise and Magical Narrator,https://storage.googleapis.com/eleven-public-prod/database/workspace/dbc0ca7affc9443599cdb53aaab1d595/voices/oR4uRy4fHDUGGISL0Rev/h3sx1GXkLl4PWogk0hfB.mp3,2026-04-16 06:38:04
Nystul,Britain,BBfN7Spa3cqLPH1xAS22,Beezle Wheezelby,https://storage.googleapis.com/eleven-public-prod/database/workspace/79b90ec7050840bcada33ca8c636f86a/voices/BBfN7Spa3cqLPH1xAS22/KsTI2Il0S4ky55b1LwxN.mp3,2026-04-18 21:34:37
Ophelia,Jhelom,jkSXBeN4g5pNelNQ3YWw,Molly,https://storage.googleapis.com/eleven-public-prod/database/workspace/8aa7df720b8d481989633136c0d1b737/voices/jkSXBeN4g5pNelNQ3YWw/745ncqGBqxd7uWsWPahO.mp3,2026-04-19 00:17:53
Owen,Minoc,wo6udizrrtpIxWGp2qJk,Northern Terry,https://storage.googleapis.com/eleven-public-prod/custom/voices/wo6udizrrtpIxWGp2qJk/hE6lDLlBQf56q6cg6FIP.mp3,2026-04-18 23:49:28
Owings,Minoc,jcm0A25XPeyOWvAQUhFK,"Pip Bumblebottom - Cheerful, absurd, whimsical",https://storage.googleapis.com/eleven-public-prod/database/workspace/61edf74289d949369648c461982ac853/voices/jcm0A25XPeyOWvAQUhFK/NDDhyQ68Ibc9QhphJNsZ.mp3,2026-04-18 23:49:45
Palace Guard,,2OcnG4mH3jIMtWz3vKus,Wolf Spencer - Rough and Deep,https://storage.googleapis.com/eleven-public-prod/database/workspace/2d61a6b0557d4d3b8afb7d9f443714f5/voices/2OcnG4mH3jIMtWz3vKus/Ita1LHl4VFZqS4t2hhBL.mp3,2026-04-19 02:25:46
Pamela,Cove,7dEuJHhweR5AFXA4INkB,"Carol - Warm, Smooth & Luxurious",https://storage.googleapis.com/eleven-public-prod/database/workspace/1028b568a00c4351990e3594cc6075d2/voices/7dEuJHhweR5AFXA4INkB/VgxWgfgemqw8s0vA6XJc.mp3,2026-04-18 23:22:31
Papa,Yew,2ajXGJNYBR0iNHpS4VZb,Rob - Tough & Calloused,https://storage.googleapis.com/eleven-public-prod/database/workspace/c915cc6b038c4ee594dea6e889603893/voices/2ajXGJNYBR0iNHpS4VZb/qei25Eeg71wvBuDXvBYN.mp3,2026-04-19 00:04:10
Patterson,Britain,MiuUcZhJY72T59Qx5QJF,Alain Bessette - Approachable and Calm,https://storage.googleapis.com/eleven-public-prod/database/workspace/e4c2c66b97bd44d5bdd13cf474a5bee6/voices/MiuUcZhJY72T59Qx5QJF/fVDuYWfMLsbAYkpo6zHE.mp3,2026-04-18 21:35:07
Paul,Trinsic,7S3KNdLDL7aRgBVRQb1z,"Nathaniel - Deep, Rich and Mature",https://storage.googleapis.com/eleven-public-prod/database/workspace/514d94e9241c48e8b7905375729c436f/voices/7S3KNdLDL7aRgBVRQb1z/be6kSHXCBYZFtLDq4pcH.mp3,2026-04-18 20:42:43
Paulette,Skara Brae,hVcZZGM9Eziug8b1rHSa,"Ivy - Soft, Expressive and Warm",https://storage.googleapis.com/eleven-public-prod/custom/voices/hVcZZGM9Eziug8b1rHSa/FkJlQwllEwZJ5C2L0PyS.mp3,2026-04-19 00:33:27
Pendaran,Serpent's Hold,mrT3jrH9Ac2R6yx0IIlO,TotalEcho - Chronica Arcana,https://storage.googleapis.com/eleven-public-prod/database/workspace/d454e3d78fc44cf2afd66b61a01ae913/voices/mrT3jrH9Ac2R6yx0IIlO/r8LAy4dk0AV913D3FkKd.mp3,2026-04-19 01:02:17
Penni,Yew,nDJIICjR9zfJExIFeSCN,Emmaline - young British girl,https://storage.googleapis.com/eleven-public-prod/custom/voices/nDJIICjR9zfJExIFeSCN/QCyFH02mR1zeVFE0bC4x.mp3,2026-04-19 00:04:23
Penumbra,Moonglow,ksryVoNAGZT8GxWCTiVm,Elariel X – Epic Queen Ethereal,https://storage.googleapis.com/eleven-public-prod/database/workspace/65ce3d25b2034bf0b490a868052eff08/voices/ksryVoNAGZT8GxWCTiVm/1q5bPUZzoVmdNay9yNaL.mp3,2026-04-19 00:47:36
Perrin,Yew,ktrGUw7rURIQyMrQZqCu,"Cassius - Velvety, Measured, Commanding",https://storage.googleapis.com/eleven-public-prod/database/workspace/f1affe425a5841d88b0c1f6aa4666fc0/voices/ktrGUw7rURIQyMrQZqCu/p8Qk34ySthyFNoDmy3XV.mp3,2026-04-19 00:04:34
Petre,Trinsic,chcMmmtY1cmQh2ye1oXi,Timmy ,https://storage.googleapis.com/eleven-public-prod/custom/voices/chcMmmtY1cmQh2ye1oXi/mdBV0XLS9541mA6h7u7N.mp3,2026-04-18 20:25:54
Phearcy,Moonglow,H95GouXRy6uq6YSAbG3m,James - Chilled & Casual,https://storage.googleapis.com/eleven-public-prod/database/workspace/3b7883bf86f4422fb4a981f171124400/voices/H95GouXRy6uq6YSAbG3m/c72c7d8d-cdbb-4dae-8b81-63f1883ad40c.mp3,2026-04-19 00:48:17
Polly,Paws,UizRZo250FhTtKlJa6mo,Diana,https://storage.googleapis.com/eleven-public-prod/database/workspace/530a5bf3c26e4473a0d9e88b242b9456/voices/UizRZo250FhTtKlJa6mo/d41dc57d-3f95-44b2-92da-b37fdf1beb64.mp3,2026-04-18 23:02:08
Quaeven,Terfin,cwdmeUHVFO9BmZhUar4w,"Koro - Rich, Resonating and Inviting",https://storage.googleapis.com/eleven-public-prod/MeN1cBq1kJZowiPJHDgRKL9hPB82/voices/cwdmeUHVFO9BmZhUar4w/bb43e265-d2f3-4662-a8c0-32bb6b1c3559.mp3,2026-04-19 00:55:02
Quan,Terfin,JGvbt2lqOpkcTJb07LIm,Mikael - Relaxation Voice,https://storage.googleapis.com/eleven-public-prod/database/workspace/a782bf71d061418383f32f3dd86ad38e/voices/JGvbt2lqOpkcTJb07LIm/e9518305-f112-40af-aa9b-013584913c38.mp3,2026-04-19 00:55:51
Quenton,Skara Brae,kLhAstPcnnPxqzk6gS5i,"Rowan – Gentle, Soft-Spoken & Warm",https://storage.googleapis.com/eleven-public-prod/database/workspace/e2c52f9641c54df8b869fd5d3c9ce4f4/voices/kLhAstPcnnPxqzk6gS5i/xJJZFNzM004Xa0NW2cRX.mp3,2026-04-19 00:34:25
Rankin,Moonglow,JXYSQxCDCEetQ7gLw6RL,Shanthez Castello,https://storage.googleapis.com/eleven-public-prod/database/workspace/8ab2e0c1f05b43cd90bebb94c2c08a82/voices/JXYSQxCDCEetQ7gLw6RL/kSXeVvgyewCYpZ0CKZJ2.mp3,2026-04-19 00:48:48
Rayburt,Cove,5k4KYEPhnJgec4DoXV4h,"Jonathan - Thoughtful, Calm, Reassuring.",https://storage.googleapis.com/eleven-public-prod/98tnnpN8B8fhXRbhFk0EeoEsIIL2/voices/5k4KYEPhnJgec4DoXV4h/f6174b89-abc1-44ef-bae8-80a438405a21.mp3,2026-04-18 23:28:37
Raymundo,Britain,TUupbYgkrwMXwMB2cmVJ,Robert - British Explainer Voice ,https://storage.googleapis.com/eleven-public-prod/database/workspace/502d264ccfcc4609a647a17b2d12e11a/voices/TUupbYgkrwMXwMB2cmVJ/EeIEURcZDIr9X72gEI3h.mp3,2026-04-18 21:35:39
Reyna,Yew,X6VIT9ZXy5Nr7EmuLOGz,"Daria - Soft, Seductive, Villain, Mysterious voice",https://storage.googleapis.com/eleven-public-prod/database/workspace/c3d3168749564f5fbbccc517fc601b69/voices/X6VIT9ZXy5Nr7EmuLOGz/3c94dae7-0f7d-446c-b8dc-f9a96a8356d5.mp3,2026-04-19 00:04:47
Richter,Serpent's Hold,rduzwhyZDdtuFPq1Z1mL,British Podcast Narrator,https://storage.googleapis.com/eleven-public-prod/database/workspace/3bc7a51d64d5475fb4ac0646bc090232/voices/rduzwhyZDdtuFPq1Z1mL/d264d2e5-f869-4071-9e63-cf528e650350.mp3,2026-04-19 01:03:04
Roberto,Buccaneer's Den,yowh82B72eMNrxcxHgBh,Lorenzo Prada - Refined Italian accent,https://storage.googleapis.com/eleven-public-prod/database/workspace/128b58cf5af6469eac74d73431937140/voices/yowh82B72eMNrxcxHgBh/Mi3yD53oHpWK9p8ESE4L.mp3,2026-04-19 01:32:57
Robin,New Magincia,IribPufHsfEPrnlMFar8,Adrian ,https://storage.googleapis.com/eleven-public-prod/database/workspace/4a030acd241f4246890101238e5059b5/voices/IribPufHsfEPrnlMFar8/PfyAlnUysWNZXWvQNvOe.mp3,2026-04-19 00:26:33
Rowena,Skara Brae,PRLoZIeO4OL0Ttu49Njp,"Annabelle - Soothing, Gentle and Warm",https://storage.googleapis.com/eleven-public-prod/database/workspace/a81ba57c0e204fd287463a3a70bd5fb8/voices/PRLoZIeO4OL0Ttu49Njp/yFx6MO1m3pwTTG9VESGc.mp3,2026-04-19 00:34:50
Rudyom,Cove,WdZjiN0nNcik2LBjOHiv,David - Raspy and Soft,https://storage.googleapis.com/eleven-public-prod/database/workspace/a132b12665fb44298366974cbedbdf07/voices/WdZjiN0nNcik2LBjOHiv/TL91jb9PrQ0a33s96eDF.mp3,2026-04-18 23:33:47
Runeb,Terfin,8NfIEdPh7DqhJntaAoWK,Daniel Lamptey,https://storage.googleapis.com/eleven-public-prod/uPWUSvIWsqaAxGwyxmGOe4ohpVR2/voices/8NfIEdPh7DqhJntaAoWK/186a7bd1-02ee-49af-ae85-997ff0cc71cc.mp3,2026-04-19 00:56:27
Russell,New Magincia,aN0SWmSqDdwgj0ww8TIu,Rich - Southern UK ,https://storage.googleapis.com/eleven-public-prod/database/workspace/d27cb5d9f63e4386a1745b4e8587f08a/voices/aN0SWmSqDdwgj0ww8TIu/1c448839-96be-4c07-95a4-498423962449.mp3,2026-04-19 00:27:00
Rutherford,Minoc,ytcsltLTtCHxNn1vC76H,Ricky,https://storage.googleapis.com/eleven-public-prod/database/workspace/7f9956b146334de0b1fcf4e2a4d9a277/voices/ytcsltLTtCHxNn1vC76H/HPNdgDxl1yMHNsqiLBBd.mp3,2026-04-18 23:50:05
Salamon,Yew,7NsaqHdLuKNFvEfjpUno,"Seer Morganna - Intimidating, and Clear",https://storage.googleapis.com/eleven-public-prod/custom/voices/7NsaqHdLuKNFvEfjpUno/LyhT6nxqgbsw2z56SfVt.mp3,2026-04-19 00:05:15
Sam,New Magincia,pwJrIG2OWAHK5IZ2atco,"Simon - Assured, Polished and Engaging",https://storage.googleapis.com/eleven-public-prod/database/workspace/d0723c0a36984bf2829133f6d8fd2f3a/voices/pwJrIG2OWAHK5IZ2atco/PjJfTAeU5XIC9SETmauL.mp3,2026-04-19 00:27:40
Saralek,Yew,yT6a4iSaggBxW2BTSFGH,Luaren - Calming Brit,https://storage.googleapis.com/eleven-public-prod/database/workspace/4bfa5438f59347a1befe64d9705e2469/voices/yT6a4iSaggBxW2BTSFGH/0d10a19c-4a2a-4607-bd59-76687e2fa548.mp3,2026-04-19 00:06:24
Sarpling,Terfin,Tj9l48J9AJbry5yCP5eW,Matthew Schmitz - Ancient Vampire Lord,https://storage.googleapis.com/eleven-public-prod/database/workspace/d309ea25683d4d97b92e44772a430c74/voices/Tj9l48J9AJbry5yCP5eW/16Z8bx6oi7LM3KdDpNBm.mp3,2026-04-19 00:56:51
Sasha,Minoc,blS2CVtvoZT2lNa8n6qk,"Chris - Elegant, Bright and Youthful",https://storage.googleapis.com/eleven-public-prod/database/workspace/6e2518e6e13b42a48fe105479d79547d/voices/blS2CVtvoZT2lNa8n6qk/YGSOJKmiiwFNPhgc32HZ.mp3,2026-04-18 23:50:56
Sean,Britain,lGa35u0QLnPXKK0HOdse,Matt - MetaLogic Neutral,https://storage.googleapis.com/eleven-public-prod/database/workspace/a754535e2499456a92a06498053d0fdb/voices/lGa35u0QLnPXKK0HOdse/061c1e10-de9b-4e27-866d-6a091fb25e8f.mp3,2026-04-18 21:37:30
Seara,Minoc,lkkYHYBn2tuMgVKAP9bx,"Pascal - Deep, Smooth, and Calm",https://storage.googleapis.com/eleven-public-prod/database/workspace/ed9b05e6324c457685490352e9a1ec90/voices/lkkYHYBn2tuMgVKAP9bx/BLfGkIT6xVsaZiAkZysB.mp3,2026-04-18 23:51:56
Sentri,Party,CQcj2MsUgZyAgfHH6yJV,"Alexander - Smooth, Deep and Round",https://storage.googleapis.com/eleven-public-prod/database/workspace/04c8f9ba5ad8467782a52b56db8930bd/voices/CQcj2MsUgZyAgfHH6yJV/3c8fdf58-9242-40f5-aa72-01ba932da7fb.mp3,2026-04-16 06:03:11
Shamino,Party,6WwXjDDEMyNmFG95zycZ,Eldrin - Crisp British Baritone,https://storage.googleapis.com/eleven-public-prod/database/workspace/1da06ea679a54975ad96a2221fe6530d/voices/6WwXjDDEMyNmFG95zycZ/RT3f2jFU3dCgQQwtz3dC.mp3,2026-04-16 05:59:51
Shanda,Ambrosia,1KFdM0QCwQn4rmn5nn9C,Parasyte - Whispers from the Deep Dark,https://storage.googleapis.com/eleven-public-prod/database/workspace/631bf5a20c2d45ffacc1311eb5dec41f/voices/1KFdM0QCwQn4rmn5nn9C/S7PCghJu5W2PqkV9fpld.mp3,2026-04-19 02:02:37
Shando,Ambrosia,OTMqA7lryJHXgAnPIQYt,Crazy Eddie,https://storage.googleapis.com/eleven-public-prod/database/workspace/906769ced56041d29cb30238e36a5dd1/voices/OTMqA7lryJHXgAnPIQYt/i2P4zAzoAoQAwzayTRMV.mp3,2026-04-19 02:27:03
Shandu,Ambrosia,qhH5VOAvpCwvNpmn2srO,"Lex - Sinister, Whispering Goblin",https://storage.googleapis.com/eleven-public-prod/database/workspace/c0e14c5be0d74f79ae37aed74fe038f8/voices/qhH5VOAvpCwvNpmn2srO/XrtdhVeT6eegi9BNVdt0.mp3,2026-04-19 02:03:37
Sherry,Britain,WbwwsO6cCyUItWWlHOKN,Cass - Podcast Energy & Main Character ,https://storage.googleapis.com/eleven-public-prod/database/workspace/7b2df22046c3427a88a9cb1a1e9d7b3b/voices/WbwwsO6cCyUItWWlHOKN/r2UMZeTTNMbrfF008F3H.mp3,2026-04-18 21:38:41
Shrine,Forge of Virtue,A9evEp8yGjv4c3WsIKuY,Ralf Eisend - Deep and Gravely,https://storage.googleapis.com/eleven-public-prod/tNEltVOhD0hYlQQZEzsH2se8E3y2/voices/A9evEp8yGjv4c3WsIKuY/38b34083-11db-48af-8439-59538b805a63.mp3,2026-04-19 01:59:07
Silamo,Terfin,eoNqkziQgzmLZeatERgP,"John - Calm, Mysterious and Controlled",https://storage.googleapis.com/eleven-public-prod/database/workspace/a7b1615898274efe91f5a6fa6ffa60fc/voices/eoNqkziQgzmLZeatERgP/e376884a-d82c-408f-baec-ee2f91001359.mp3,2026-04-19 00:57:44
Sintag,Buccaneer's Den,2ajXGJNYBR0iNHpS4VZb,Rob - Tough & Calloused,https://storage.googleapis.com/eleven-public-prod/database/workspace/c915cc6b038c4ee594dea6e889603893/voices/2ajXGJNYBR0iNHpS4VZb/qei25Eeg71wvBuDXvBYN.mp3,2026-04-19 01:33:38
Sir Jeff,Yew,goT3UYdM9bhm0n2lmKQx,"Edward - British, Dark, Seductive, Low",https://storage.googleapis.com/eleven-public-prod/database/workspace/9ffd9eb76f364648abbfb2c74b299b4a/voices/goT3UYdM9bhm0n2lmKQx/8e1e53b7-9320-4bab-acf2-86d7e77d1b8b.mp3,2026-04-19 00:06:41
Smith,Yew,0m71kiyu84bdUcKDzG0L,Dave,https://storage.googleapis.com/eleven-public-prod/database/workspace/e25cb99b805f44e895d68f73a73a6f58/voices/0m71kiyu84bdUcKDzG0L/Z2W1NWE64g928pktt9TS.mp3,2026-04-19 00:07:29
Smithy,Buccaneer's Den,jgzHfSd2o0L7p0de3yr0,"Mark - Expressive, General English/British Accent",https://storage.googleapis.com/eleven-public-prod/database/workspace/edb0050bdff44e8b95647c07c8d37a81/voices/jgzHfSd2o0L7p0de3yr0/c1b8b51f-66e5-4497-96c1-fc4526b563d7.mp3,2026-04-19 01:34:19
Snaz,Britain,chcMmmtY1cmQh2ye1oXi,Timmy ,https://storage.googleapis.com/eleven-public-prod/custom/voices/chcMmmtY1cmQh2ye1oXi/mdBV0XLS9541mA6h7u7N.mp3,2026-04-18 21:40:08
Spark,Party,wSqOdjeNqDrHcoK0zorF,Lukas - Excited youthful young man,https://storage.googleapis.com/eleven-public-prod/database/workspace/9fa48f2eb1bd4614bfff3caa51b8a4d3/voices/wSqOdjeNqDrHcoK0zorF/YDtI1sFmUT4db3UROUaY.mp3,2026-04-16 05:52:07
Sprellic,Jhelom,Iwr5uai9ZpKy4XMRJc3w,Dave ,https://storage.googleapis.com/eleven-public-prod/database/workspace/0143cdc3bd4143de9801eae0b7e91223/voices/Iwr5uai9ZpKy4XMRJc3w/8ea7d147-0c19-482c-b0e6-f4b347ef4386.mp3,2026-04-19 00:18:33
Stuart,Britain,llNlEi50DSCIEuoOIaH7,Jamie - Upbeat British Ad Voice,https://storage.googleapis.com/eleven-public-prod/database/workspace/e2c52f9641c54df8b869fd5d3c9ce4f4/voices/llNlEi50DSCIEuoOIaH7/luC8v91cPpMg2NjmBka1.mp3,2026-04-18 21:41:26
Sullivan,Buccaneer's Den,m5VAP3qK8ibgKt45389E,Colin Lewis,https://storage.googleapis.com/eleven-public-prod/database/workspace/bacc7641928248f691df0fc8df0f58f3/voices/m5VAP3qK8ibgKt45389E/f413cf94-392c-48a9-bf08-0a2bf795bf2a.mp3,2026-04-19 01:35:06
Syria,Jhelom,XEoBW4iDmiawQP72xnAF,Evelyn - Resourceful and Ironic,https://storage.googleapis.com/eleven-public-prod/database/workspace/47a65c31f7c647f483d685d7c36d3bd1/voices/XEoBW4iDmiawQP72xnAF/cFoSj6EcM3g0qX3MezoP.mp3,2026-04-19 00:19:36
Tavenor,Yew,FiQVBfstqvAXNba9nkRV,Cameron,https://storage.googleapis.com/eleven-public-prod/database/workspace/d04c22cd40c845a9a0a655cb89f82c0e/voices/FiQVBfstqvAXNba9nkRV/lGMIOX8bkCTCzfF8GjEc.mp3,2026-04-19 00:09:39
Taylor,Yew,wUwsnXivqGrDWuz1Fc89,Liam – Soft Northern Accent & Calm Tone,https://storage.googleapis.com/eleven-public-prod/database/workspace/92eb983928744ec8b0cf265a6f78b8d3/voices/wUwsnXivqGrDWuz1Fc89/g93fuTV5azNbrzSulmJ1.mp3,2026-04-19 00:10:34
Teregus,Terfin,oR4uRy4fHDUGGISL0Rev,Myrrdin - Wise and Magical Narrator,https://storage.googleapis.com/eleven-public-prod/database/workspace/dbc0ca7affc9443599cdb53aaab1d595/voices/oR4uRy4fHDUGGISL0Rev/h3sx1GXkLl4PWogk0hfB.mp3,2026-04-19 00:58:00
Thad,Yew,lKMAeQD7Brvj7QCWByqK,Jason - British Badass,https://storage.googleapis.com/eleven-public-prod/database/workspace/1773603ff27e4c3caa3586b45f34a2f8/voices/lKMAeQD7Brvj7QCWByqK/f1VmxZ2tAFIR7nBGHTPE.mp3,2026-04-19 00:11:19
Thurston,Paws,jr4BEb8zU7Zqyvq3fU4R,Steve Wilkes,https://storage.googleapis.com/eleven-public-prod/database/workspace/d96f168489bc45d082c67817d560f9f9/voices/jr4BEb8zU7Zqyvq3fU4R/tm01qZEfjOZicXcaUNls.mp3,2026-04-18 23:03:06
Tiery,Yew,MKlLqCItoCkvdhrxgtLv,Grampa Werthers - Old & Cranky,https://storage.googleapis.com/eleven-public-prod/database/workspace/b2109416c7514449a5f06540d10f0e73/voices/MKlLqCItoCkvdhrxgtLv/EfkFDCEQ4BNruX2zQISz.mp3,2026-04-19 00:13:21
Time Lord,Forge of Virtue,2OcnG4mH3jIMtWz3vKus,Wolf Spencer - Rough and Deep,https://storage.googleapis.com/eleven-public-prod/database/workspace/2d61a6b0557d4d3b8afb7d9f443714f5/voices/2OcnG4mH3jIMtWz3vKus/Ita1LHl4VFZqS4t2hhBL.mp3,2026-04-19 02:00:34
Timmons,Jhelom,ARGtwhBRbFw8Qd0u9okb,Fraser,https://storage.googleapis.com/eleven-public-prod/database/workspace/ef29bbedfb8341d6b1c314a62aded818/voices/ARGtwhBRbFw8Qd0u9okb/0MjzbhF3e5F94gA0oPFr.mp3,2026-04-19 00:20:20
Tobias,Paws,wSqOdjeNqDrHcoK0zorF,Lukas - Excited youthful young man,https://storage.googleapis.com/eleven-public-prod/database/workspace/9fa48f2eb1bd4614bfff3caa51b8a4d3/voices/wSqOdjeNqDrHcoK0zorF/YDtI1sFmUT4db3UROUaY.mp3,2026-04-18 23:04:36
Tolemac,Moonglow,jr4BEb8zU7Zqyvq3fU4R,Steve Wilkes,https://storage.googleapis.com/eleven-public-prod/database/workspace/d96f168489bc45d082c67817d560f9f9/voices/jr4BEb8zU7Zqyvq3fU4R/tm01qZEfjOZicXcaUNls.mp3,2026-04-19 00:49:06
Tory,Serpent's Hold,zNe9OWjmOg3L7EgrhkJw,Rebecca - Female British Accent,https://storage.googleapis.com/eleven-public-prod/database/workspace/ba8ab75194784a1594237d783e679e07/voices/zNe9OWjmOg3L7EgrhkJw/b7d1542e-99e5-4ca3-be49-332ccbbb50a2.mp3,2026-04-19 01:03:34
Trellek,Yew,gmv0PPPs8m6FEf03PImj,Blondie - Gentle & Kind,https://storage.googleapis.com/eleven-public-prod/database/workspace/d91f7b28e41646f8b80502748b614b4a/voices/gmv0PPPs8m6FEf03PImj/HP07sTSD67EHZ9SDyhpV.mp3,2026-04-19 00:15:11
Trent,Skara Brae,ybjoxm7ASLDUFh2pC2eM,Jasper Vayne - Epic Grim Dark Narrator ,https://storage.googleapis.com/eleven-public-prod/database/workspace/31508a9dc4ff4bd88fa89768d7d91cc2/voices/ybjoxm7ASLDUFh2pC2eM/835ff8f6-053c-43f5-a10e-c82b9839d8d4.mp3,2026-04-19 00:35:30
Tseramed,Party,mEQZfjtTxy2aLVkOFap5,"Oliver - Articulate, Smooth and British",https://storage.googleapis.com/eleven-public-prod/database/workspace/095ac304b835423e865eb822ee258658/voices/mEQZfjtTxy2aLVkOFap5/d7a08408-5b18-420a-b743-7579e4d05560.mp3,2026-04-16 05:59:13
Vokes,Jhelom,nXIYu9FT5meibkBbZFT7,James - Sales Professional ,https://storage.googleapis.com/eleven-public-prod/database/workspace/d71259361aa146e28b61e986d0f13b1d/voices/nXIYu9FT5meibkBbZFT7/6ed76ed7-8ac2-4ef3-9172-f8fbcc01a831.mp3,2026-04-19 00:21:02
Wayne,Dungeon,479awuEQRWC4PxB3tfUB,Jack - Authentic Youthful Narrator,https://storage.googleapis.com/eleven-public-prod/database/workspace/472f7ab2472545cc9ca328d555a80c59/voices/479awuEQRWC4PxB3tfUB/46b57f7e-ab0a-48b9-9890-0e1dc81c08a4.mp3,2026-04-19 02:14:44
Wench,Buccaneer's Den,54Cze5LrTSyLgbO6Fhlc,"Caty - Droll, Wry and Dry",https://storage.googleapis.com/eleven-public-prod/database/workspace/00aaf4c1b030411083fb224c3aef62db/voices/54Cze5LrTSyLgbO6Fhlc/0qOKD9m3RsKKNnf4rpWV.mp3,2026-04-19 01:35:30
Weston,Britain,enI44SIiQ2GsKAhWRSpZ,"A Lost American - Soft, Bleak & Wistful",https://storage.googleapis.com/eleven-public-prod/database/workspace/425b3b9205bd4a289e3e1622bade4c7c/voices/enI44SIiQ2GsKAhWRSpZ/78c77f21-15ac-4f1c-92b8-082d7ee9ee05.mp3,2026-04-18 21:42:46
William,Minoc,Y22lyxm6YySZtV7CzqrB,"Martin - Calm, Confident Human",https://storage.googleapis.com/eleven-public-prod/database/workspace/f50e9768fcd242a0bdaa7d49e7ffd414/voices/Y22lyxm6YySZtV7CzqrB/huq8GJx216LjRxP9BsyG.mp3,2026-04-18 23:54:24
Willy,Britain,gpYTodEbX9z98axldaGD,Jack - Fast Paced And Upbeat,https://storage.googleapis.com/eleven-public-prod/database/workspace/b55ce4a84a184b2cac9803d8ab27b79f/voices/gpYTodEbX9z98axldaGD/GP4G4MREHAa1OiAWMOgp.mp3,2026-04-18 21:43:11
Wis Sur,Vesper,dG7SBJDxDoZkQUrwvqrD,Medraut - Theatrical Villain & Sardonic Sovereign,https://storage.googleapis.com/eleven-public-prod/database/workspace/dbc0ca7affc9443599cdb53aaab1d595/voices/dG7SBJDxDoZkQUrwvqrD/K3ZTGOB9tX1Vuy9cZprp.mp3,2026-04-19 01:15:06
Wislem,Britain,7HA1uNx4FTqthumW2yIV,Aathish -Deep & Relaxed ,https://storage.googleapis.com/eleven-public-prod/database/workspace/81d4a64bddf9491184599b8ef3527fe4/voices/7HA1uNx4FTqthumW2yIV/lapeVcJvbbajGBRh0H1x.mp3,2026-04-18 21:44:16
Xanthia,Minoc,ui11Rd52NKH2DbWlcbvw,"Tonia - Calm, soft and clear",https://storage.googleapis.com/eleven-public-prod/3jm0mh7d6RVFcaCkWYzz2zd9rmv1/voices/ui11Rd52NKH2DbWlcbvw/b6be50ba-be75-48c3-a5dc-0098b05a0b50.mp3,2026-04-18 23:55:26
Xorinia,Dungeon,Tro83F3waWsNiDmUgRqP,Tagg - Short Announcements,https://storage.googleapis.com/eleven-public-prod/database/workspace/b2109416c7514449a5f06540d10f0e73/voices/Tro83F3waWsNiDmUgRqP/SFDSrpNAb6luZOPVmuI9.mp3,2026-04-19 02:15:55
Yongi,Vesper,aMdQCEO9kwP77QH1DiFy,"Archie - Warm, Clear and Storrytelling",https://storage.googleapis.com/eleven-public-prod/database/workspace/c42f84738542484c82abdcf61244f97d/voices/aMdQCEO9kwP77QH1DiFy/32b5cd07-de51-4082-9200-f9669a5a11e5.mp3,2026-04-19 01:15:54
Yvella,Vesper,LZAcK8Cx5QjdQhfBsJQZ,Grace - 25-35 Year Old British Female,https://storage.googleapis.com/eleven-public-prod/database/workspace/3fb9c88a888d4a29b6920a0d588d5b6d/voices/LZAcK8Cx5QjdQhfBsJQZ/xpm89Iz4tJ2hAmoz6nMi.mp3,2026-04-19 01:18:31
Zaksam,Vesper,NTR7m6TNHhLfV8Zp1IOL,"Clive - Authentic, informative",https://storage.googleapis.com/eleven-public-prod/database/workspace/18fc23b0d6ad4f99aa0d553bac0bb501/voices/NTR7m6TNHhLfV8Zp1IOL/cUG1Xu6iIpkrjOpSSbMD.mp3,2026-04-19 01:20:33
